portfolio,order,slug,title,state,year,place,location,print-type,edition,edition-type,image,thumb,image-home,image-biz,height,width
zion-national-park-ancient-sands,11,etchings-zion-national-park,Etchings,Utah,2014,Zion National Park,Tunnel View,Pigment Ink,25,Limited,etchings-zion-national-park.jpg,etchings-zion-national-park.jpg,etchings-zion-national-park-home.jpg,etchings-zion-national-park-biz.jpg,2160,1605
the-american-west-ii,21,evening-light-bryce-canyon,Evening Light,Utah,1997,Bryce Canyon,Markagunt Plateau,Pigment Ink,25,Limited,evening-light-bryce-canyon.jpg,evening-light-bryce-canyon.jpg,evening-light-bryce-canyon-home.jpg,evening-light-bryce-canyon-biz.jpg,1882,2880
icons-of-agriculture-iii,10,support-straps-la-crosse,Exposed,Washington,2018,The Palouse,La Crosse,Pigment Ink,25,Limited,support-straps-la-crosse.jpg,support-straps-la-crosse.jpg,support-straps-la-crosse-home.jpg,support-straps-la-crosse-biz.jpg,1600,1200
the-american-west,5,ferns-and-aspens-crested-butte,Ferns and Aspens,Colorado,2020,Crested Butte,Kebler Pass,Pigment Ink,25,Limited,ferns-and-aspens-crested-butte.jpg,ferns-and-aspens-crested-butte.jpg,ferns-and-aspens-crested-butte-home.jpg,ferns-and-aspens-crested-butte-biz.jpg,1600,1280
cloud-light,8,fiery-skies-cortena,Fiery Skies,California,2016,Cortena,Roadside,Pigment Ink,25,Limited,fiery-skies-cortena.jpg,fiery-skies-cortena.jpg,fiery-skies-cortena-home.jpg,fiery-skies-cortena-biz.jpg,1600,1600
zion-national-park-ancient-sands,4,fire-rock-zion-national-park,Fire Rock,Utah,2014,Kolob Canyons,Middle Taylor Creek,Pigment Ink,25,Limited,fire-rock-zion-national-park.jpg,fire-rock-zion-national-park.jpg,fire-rock-zion-national-park-home.jpg,fire-rock-zion-national-park-biz.jpg,1600,1280
icons-of-agriculture-ii,14,forms-walters,Forms,Washington,2022,Garfield,Walters Road,Pigment Ink,25,Limited,forms-walters.jpg,forms-walters.jpg,forms-walters-home.jpg,forms-walters-biz.jpg,1820,2400
icons-of-agriculture-ii,2,weathered-door-salinas,Fractures,California,2011,Salinas Valley,Chualar,Pigment Ink,25,Limited,weathered-door-salinas.jpg,weathered-door-salinas.jpg,weathered-door-salinas-home.jpg,weathered-door-salinas-biz.jpg,1600,1100
icons-of-agriculture-iii,1,gas-tank-artois,Gas Tank,California,2015,Sacramento Valley,Artois,Pigment Ink,25,Limited,gas-tank-artois.jpg,gas-tank-artois.jpg,gas-tank-artois-home.jpg,gas-tank-artois-biz.jpg,1600,1100
zion-national-park,5,glowing-grasses-zion-national-park,Glowing Grasses,Utah,2018,Zion National Park,Lower Pine Creek,Pigment Ink,25,Limited,glowing-grasses-zion-national-park.jpg,glowing-grasses-zion-national-park.jpg,glowing-grasses-zion-national-park-home.jpg,glowing-grasses-zion-national-park-biz.jpg,1820,2400
zion-national-park-ancient-sands,13,glowing-sandstone-zion-national-park,Glowing Sandstone,Utah,2014,Zion National Park,Clear Creek,Pigment Ink,25,Limited,glowing-sandstone-zion-national-park.jpg,glowing-sandstone-zion-national-park.jpg,glowing-sandstone-zion-national-park-home.jpg,glowing-sandstone-zion-national-park-biz.jpg,2160,3005
icons-of-agriculture-iii,11,glowing-silos-lions-ferry-road,Glowing Silos,Washington,2018,The Palouse,Lions Ferry Road,Pigment Ink,25,Limited,glowing-silos-lions-ferry-road.jpg,glowing-silos-lions-ferry-road.jpg,glowing-silos-lions-ferry-road-home.jpg,glowing-silos-lions-ferry-road-biz.jpg,1820,2400
icons-of-agriculture-iv,16,glowing-silos-willows,Glowing Silos,California,2014,Sacramento Valley,Willows,Pigment Ink,25,Limited,glowing-silos-willows.jpg,glowing-silos-willows.jpg,glowing-silos-willows-home.jpg,glowing-silos-willows-biz.jpg,1080,721
icons-of-agriculture-iii,15,glowing-silos-and-moon-willows,Glowing Silos and Moon,California,2016,Sacramento Valley,Willows,Pigment Ink,25,Limited,glowing-silos-and-moon-willows.jpg,glowing-silos-and-moon-willows.jpg,glowing-silos-and-moon-willows-home.jpg,glowing-silos-and-moon-willows-biz.jpg,1600,1100
icons-of-agriculture,6,elevator-detail-delevan,Glowing Stack,California,2013,Sacramento Valley,Delevan,Pigment Ink,25,Limited,elevator-detail-delevan.jpg,elevator-detail-delevan.jpg,elevator-detail-delevan-home.jpg,elevator-detail-delevan-biz.jpg,1600,1140
icons-of-agriculture,3,grain-dryer-colby,Grain Dryer,Kansas,2021,Colby,Cornerstone AG,Pigment Ink,25,Limited,grain-dryer-colby.jpg,grain-dryer-colby.jpg,grain-dryer-colby-home.jpg,grain-dryer-colby-biz.jpg,1600,1228
icons-of-agriculture-iii,16,grain-loader-willows,Grain Loader,California,2016,Sacramento Valley,Willows,Pigment Ink,25,Limited,grain-loader-willows.jpg,grain-loader-willows.jpg,grain-loader-willows-home.jpg,grain-loader-willows-biz.jpg,1600,2400
icons-of-agriculture,1,grain-truck-artois-california,Grain Truck,California,2016,Sacramento Valley,Artois,Pigment Ink,25,Limited,grain-truck-artois-california.jpg,grain-truck-artois-california.jpg,grain-truck-artois-california-home.jpg,grain-truck-artois-california-biz.jpg,1639,2400
icons-of-agriculture-ii,7,grain-truck-endicott,Grain Truck,Washington,2019,Whitman County,Endicott,Pigment Ink,25,Limited,grain-truck-endicott.jpg,grain-truck-endicott.jpg,grain-truck-endicott-home.jpg,grain-truck-endicott-biz.jpg,1820,2400
icons-of-agriculture,11,granary-and-field-in-rain-kellog-hollow,Granary and Field in Rain,Washington,2013,The Palouse,Kellog Hollow,Pigment Ink,25,Limited,granary-and-field-in-rain-kellog-hollow.jpg,granary-and-field-in-rain-kellog-hollow.jpg,granary-and-field-in-rain-kellog-hollow-home.jpg,granary-and-field-in-rain-kellog-hollow-biz.jpg,1600,2400
icons-of-agriculture-ii,15,granary-and-moon-walters,Granary and Moon,Washington,2022,Garfield,Walters Road,Pigment Ink,25,Limited,granary-and-moon-walters.jpg,granary-and-moon-walters.jpg,granary-and-moon-walters-home.jpg,granary-and-moon-walters-biz.jpg,1820,2400
icons-of-agriculture-iv,12,old-granary-walters,Granary and Moon,Washington,2022,Garfield,Walters Road,Pigment Ink,25,Limited,old-granary-walters.jpg,old-granary-walters.jpg,old-granary-walters-home.jpg,old-granary-walters-biz.jpg,1600,1280
icons-of-agriculture-iv,4,granary-detail-ione,Granary Detail,Oregon,2014,Morrow County,Ione,Pigment Ink,25,Limited,granary-detail-ione.jpg,granary-detail-ione.jpg,granary-detail-ione-home.jpg,granary-detail-ione-biz.jpg,1600,1140
icons-of-agriculture-iv,10,tbd,Granary Detail,California,2013,Sacramento Valley,Cortena,Pigment Ink,25,Limited,tbd.jpg,tbd.jpg,tbd-home.jpg,tbd-biz.jpg,,
icons-of-agriculture-iv,11,tbd,Granary Detail,Washington,2013,Palouse,Southeastern Washington,Pigment Ink,25,Limited,tbd.jpg,tbd.jpg,tbd-home.jpg,tbd-biz.jpg,,
icons-of-agriculture-iv,3,granary-detail-ii-cortena,Granary Detail II,California,2021,Sacramento Valley,Cortena,Pigment Ink,25,Limited,granary-detail-ii-cortena.jpg,granary-detail-ii-cortena.jpg,granary-detail-ii-cortena-home.jpg,granary-detail-ii-cortena-biz.jpg,1600,1280
icons-of-agriculture-iii,8,granary-endicott,Granary in Grey,Washington,2018,The Palouse,Endicott,Pigment Ink,25,Limited,granary-endicott.jpg,granary-endicott.jpg,granary-endicott-home.jpg,granary-endicott-biz.jpg,1820,2400
icons-of-agriculture,7,granary-detail-dufur,Granary Ladder,Washington,2019,Wasco County,Dufur,Pigment Ink,25,Limited,granary-detail-dufur.jpg,granary-detail-dufur.jpg,granary-detail-dufur-home.jpg,granary-detail-dufur-biz.jpg,1600,1200
the-american-west-ii,16,grass-and-willows-sierra-nevada,Grass & Willows,California,2008,Grass & Willows,Sierra Nevada,Pigment Ink,25,Limited,grass-and-willows-sierra-nevada.jpg,grass-and-willows-sierra-nevada.jpg,grass-and-willows-sierra-nevada-home.jpg,grass-and-willows-sierra-nevada-biz.jpg,,
the-american-west-ii,17,hillside-oak-and-flowers-monterey,Hillside Oak and Flowers,California,2011,,Monterey County,Pigment Ink,25,Limited,hillside-oak-and-flowers-monterey.jpg,hillside-oak-and-flowers-monterey.jpg,hillside-oak-and-flowers-monterey-home.jpg,hillside-oak-and-flowers-monterey-biz.jpg,2160,3206
icons-of-agriculture,9,holding-silos-horace,Holding Silos,Kansas,2021,Greeley County,Horace,Pigment Ink,25,Limited,holding-silos-horace.jpg,holding-silos-horace.jpg,holding-silos-horace-home.jpg,holding-silos-horace-biz.jpg,1600,1200
icons-of-agriculture,12,inside-view-kennedy-ford,Inside View,Idaho,2022,Potlatch,Kennedy Ford,Pigment Ink,25,Limited,inside-view-kennedy-ford.jpg,inside-view-kennedy-ford.jpg,inside-view-kennedy-ford-home.jpg,inside-view-kennedy-ford-biz.jpg,1600,1200
icons-of-agriculture-ii,11,granary-at-dusk-the-palouse,Last Light,Washington,2014,The Palouse,Lion's Ferry Road,Pigment Ink,25,Limited,granary-at-dusk-the-palouse.jpg,granary-at-dusk-the-palouse.jpg,granary-at-dusk-the-palouse-home.jpg,granary-at-dusk-the-palouse-biz.jpg,1720,2400
zion-national-park-ancient-sands,14,layered-stone-zion-national-park,Layered Stone,Utah,2015,Zion National Park,Water Pockets,Pigment Ink,25,Limited,layered-stone-zion-national-park.jpg,layered-stone-zion-national-park.jpg,layered-stone-zion-national-park-home.jpg,layered-stone-zion-national-park-biz.jpg,2160,1776
zion-national-park-autumn-ii,16,leaves-and-sky-zion-national-park,Leaves and Sky,Utah,2014,Zion National Park,Clear Creek,Pigment Ink,25,Limited,leaves-and-sky-zion-national-park.jpg,leaves-and-sky-zion-national-park.jpg,leaves-and-sky-zion-national-park-home.jpg,leaves-and-sky-zion-national-park-biz.jpg,2160,1722
zion-national-park-autumn,14,leaves-in-oily-water-zion-national-park,Leaves in Oily Water,Utah,2013,Zion National Park,East Side Canyon,Pigment Ink,25,Limited,leaves-in-oily-water-zion-national-park.jpg,leaves-in-oily-water-zion-national-park.jpg,leaves-in-oily-water-zion-national-park-home.jpg,leaves-in-oily-water-zion-national-park-biz.jpg,2160,1722
zion-national-park-autumn-ii,17,leaves-on-sandstone-zion-national-park,Leaves on Sandstone,Utah,2013,Zion National Park,Clear Creek,Pigment Ink,25,Limited,leaves-on-sandstone-zion-national-park.jpg,leaves-on-sandstone-zion-national-park.jpg,leaves-on-sandstone-zion-national-park-home.jpg,leaves-on-sandstone-zion-national-park-biz.jpg,2160,1616
the-american-west,2,lightning-china-hat-road-oregon,Lightning,Oregon,2014,Bend,China Hat Road,Pigment Ink,25,Limited,lightning-china-hat-road-oregon.jpg,lightning-china-hat-road-oregon.jpg,lightning-china-hat-road-oregon-home.jpg,lightning-china-hat-road-oregon-biz.jpg,1600,2400
the-american-west-ii,18,lightning-white-mountains,Lightning,California,2012,Wilderness,White Mountains,Pigment Ink,25,Limited,lightning-white-mountains.jpg,lightning-white-mountains.jpg,lightning-white-mountains-home.jpg,lightning-white-mountains-biz.jpg,2160,2979
zion-national-park,16,lone-pine-zion-national-park,Lone Pine,Utah,2014,Zion National Park,Echo Canyon,Pigment Ink,25,Limited,lone-pine-zion-national-park.jpg,lone-pine-zion-national-park.jpg,lone-pine-zion-national-park-home.jpg,lone-pine-zion-national-park-biz.jpg,2160,1710
icons-of-agriculture-ii,6,luminance-dufur,Luminance,Oregon,2018,Wasco County,Dufur,Pigment Ink,25,Limited,luminance-dufur.jpg,luminance-dufur.jpg,luminance-dufur-home.jpg,luminance-dufur-biz.jpg,1820,2400
the-american-west-ii,19,luminous-grasses-oregon,Luminous Grasses,Oregon,2013,,Northeastern Oregon,Pigment Ink,25,Limited,luminous-grasses-oregon.jpg,luminous-grasses-oregon.jpg,luminous-grasses-oregon-home.jpg,luminous-grasses-oregon-biz.jpg,2160,2975
cloud-light,12,mammatus-clouds-bend-oregon,Mammatus Clouds,Oregon,2014,Discovery Park,Bend,Pigment Ink,25,Limited,mammatus-clouds-bend-oregon.jpg,mammatus-clouds-bend-oregon.jpg,mammatus-clouds-bend-oregon-home.jpg,mammatus-clouds-bend-oregon-biz.jpg,2160,2796
zion-national-park,8,midnight-over-big-bend-zion-national-park,Midnight over Big Bend,Utah,2018,Zion National Park,Virgin River,Pigment Ink,25,Limited,midnight-over-big-bend-zion-national-park.jpg,midnight-over-big-bend-zion-national-park.jpg,midnight-over-big-bend-zion-national-park-home.jpg,midnight-over-big-bend-zion-national-park-biz.jpg,1600,2400
the-american-west-ii,4,midnight-over-clarno-john-day,Midnight over Clarno,Oregon,2014,John Day National Monument,Clarno Unit,Pigment Ink,25,Limited,midnight-over-clarno-john-day.jpg,midnight-over-clarno-john-day.jpg,midnight-over-clarno-john-day-home.jpg,midnight-over-clarno-john-day-biz.jpg,1600,2400
zion-national-park,17,moonlight-serenade-zion-national-park,Moonlight Serenade,Utah,1997,Zion National Park,Taylor Creek,Pigment Ink,25,Limited,moonlight-serenade-zion-national-park.jpg,moonlight-serenade-zion-national-park.jpg,moonlight-serenade-zion-national-park-home.jpg,moonlight-serenade-zion-national-park-biz.jpg,2160,3269
the-american-west-ii,13,moonrise-waitsburg,Moonrise,Washington,2013,Waitsburg,Along Hwy 12,Pigment Ink,25,Limited,moonrise-waitsburg.jpg,moonrise-waitsburg.jpg,moonrise-waitsburg-home.jpg,moonrise-waitsburg-biz.jpg,1600,2400
zion-national-park,18,morning-glow-zion-national-park,Morning Glow,Utah,2015,Zion National Park,Zion Canyon,Pigment Ink,25,Limited,morning-glow-zion-national-park.jpg,morning-glow-zion-national-park.jpg,morning-glow-zion-national-park-home.jpg,morning-glow-zion-national-park-biz.jpg,2160,1698
the-american-west,7,morning-light-monument-valley,Morning Light,Arizona,1997,Monument Valley,North Window,Pigment Ink,25,Limited,morning-light-monument-valley.jpg,morning-light-monument-valley.jpg,morning-light-monument-valley-home.jpg,morning-light-monument-valley-biz.jpg,2400,1932
zion-national-park-ancient-sands,15,mud-patterns-zion-national-park,Mud Patterns,Utah,2014,Zion National Park,Clear Creek,Pigment Ink,25,Limited,mud-patterns-zion-national-park.jpg,mud-patterns-zion-national-park.jpg,mud-patterns-zion-national-park-home.jpg,mud-patterns-zion-national-park-biz.jpg,2160,1760
icons-of-agriculture-ii,9,no-808-harrington,No. 808,Washington,2020,Lincoln County,Harrington,Pigment Ink,25,Limited,no-808-harrington.jpg,no-808-harrington.jpg,no-808-harrington-home.jpg,no-808-harrington-biz.jpg,1600,1200
zion-national-park-autumn,17,old-and-new-zion-national-park,Old and New,Utah,2013,Zion National Park,Center of the Universe,Pigment Ink,25,Limited,old-and-new-zion-national-park.jpg,old-and-new-zion-national-park.jpg,old-and-new-zion-national-park-home.jpg,old-and-new-zion-national-park-biz.jpg,2160,1772
icons-of-agriculture,2,granary-detail-artois,Pastels,California,2015,Sacramento Valley,Artois,Pigment Ink,25,Limited,granary-detail-artois.jpg,granary-detail-artois.jpg,granary-detail-artois-home.jpg,granary-detail-artois-biz.jpg,1600,1200
zion-national-park-autumn,2,pink-and-yellow-maple-zion-national-park,Pink and Yellow Maples,Utah,2013,Zion's East Side,Clear Creek,Pigment Ink,25,Limited,pink-and-yellow-maple-zion-national-park.jpg,pink-and-yellow-maple-zion-national-park.jpg,pink-and-yellow-maple-zion-national-park-home.jpg,pink-and-yellow-maple-zion-national-park-biz.jpg,2400,1920
zion-national-park-autumn-ii,19,pink-maples-zion-national-park,Pink Maples,Utah,2014,Zion National Park,East Side,Pigment Ink,25,Limited,pink-maples-zion-national-park.jpg,pink-maples-zion-national-park.jpg,pink-maples-zion-national-park-home.jpg,pink-maples-zion-national-park-biz.jpg,2160,1696
icons-of-agriculture-iv,8,irrigation-pipes-on-truck-williams,Pipes on Truck,California,2014,Sacramento Valley,Williams,Pigment Ink,25,Limited,irrigation-pipes-on-truck-williams.jpg,irrigation-pipes-on-truck-williams.jpg,irrigation-pipes-on-truck-williams-home.jpg,irrigation-pipes-on-truck-williams-biz.jpg,1600,2400
the-american-west-ii,8,raindrops-on-leaves-sierra-nevada,Raindrops on Leaves,California,2011,Sierra Nevada,Green Creek,Pigment Ink,25,Limited,raindrops-on-leaves-sierra-nevada.jpg,raindrops-on-leaves-sierra-nevada.jpg,raindrops-on-leaves-sierra-nevada-home.jpg,raindrops-on-leaves-sierra-nevada-biz.jpg,1600,1200
icons-of-agriculture-iv,14,ramshackle-granary-winona,Ramshackle Granary,Washington,2017,The Palouse,Winona,Pigment Ink,25,Limited,ramshackle-granary-winona.jpg,ramshackle-granary-winona.jpg,ramshackle-granary-winona-home.jpg,ramshackle-granary-winona-biz.jpg,1600,1200
icons-of-agriculture-iii,13,red-coupler-palouse,Red Coupler,Washington,2022,Whitman County,Palouse City,Pigment Ink,25,Limited,red-coupler-palouse.jpg,red-coupler-palouse.jpg,red-coupler-palouse-home.jpg,red-coupler-palouse-biz.jpg,1820,2400
icons-of-agriculture,15,red-off-white-and-blue-palouse,"Red, Off White, and Blue",Washington,2022,Whitman County,Palouse City,Pigment Ink,25,Limited,red-off-white-and-blue-palouse.jpg,red-off-white-and-blue-palouse.jpg,red-off-white-and-blue-palouse-home.jpg,red-off-white-and-blue-palouse-biz.jpg,1820,2400
zion-national-park-watercourse-way,7,reflecting-ice-zion-national-park,Reflecting Ice,Utah,2015,Zion National Park,Pine Creek,Pigment Ink,25,Limited,reflecting-ice-zion-national-park.jpg,reflecting-ice-zion-national-park.jpg,reflecting-ice-zion-national-park-home.jpg,reflecting-ice-zion-national-park-biz.jpg,2160,2618
zion-national-park-watercourse-way,1,reflections-subway-zion-national-park,Reflections,Utah,2018,North Fork,The Subway,Pigment Ink,25,Limited,reflections-subway-zion-national-park.jpg,reflections-subway-zion-national-park.jpg,reflections-subway-zion-national-park-home.jpg,reflections-subway-zion-national-park-biz.jpg,1800,2400
zion-national-park-watercourse-way,8,reflections-01-zion-national-park,Reflections #1,Utah,2011,Zion National Park,Virgin River,Pigment Ink,25,Limited,reflections-01-zion-national-park.jpg,reflections-01-zion-national-park.jpg,reflections-01-zion-national-park-home.jpg,reflections-01-zion-national-park-biz.jpg,2160,3188
zion-national-park-watercourse-way,9,reflections-10-zion-national-park,Reflections #10,Utah,2015,Zion National Park,Virgin River,Pigment Ink,25,Limited,reflections-10-zion-national-park.jpg,reflections-10-zion-national-park.jpg,reflections-10-zion-national-park-home.jpg,reflections-10-zion-national-park-biz.jpg,2160,3133
the-american-west,22,reflections-11-merced-river-yosemite,Reflections #11,California,2012,Mariposa County,Merced River,Pigment Ink,25,Limited,reflections-11-merced-river-yosemite.jpg,reflections-11-merced-river-yosemite.jpg,reflections-11-merced-river-yosemite-home.jpg,reflections-11-merced-river-yosemite-biz.jpg,2160,2160
zion-national-park-watercourse-way,11,reflections-11-zion-national-park,Reflections #11,Utah,2015,Zion National Park,Virgin River,Pigment Ink,25,Limited,reflections-11-zion-national-park.jpg,reflections-11-zion-national-park.jpg,reflections-11-zion-national-park-home.jpg,reflections-11-zion-national-park-biz.jpg,2160,3237
zion-national-park-watercourse-way,12,reflections-12-zion-national-park,Reflections #12,Utah,2015,Zion National Park,Virgin River,Pigment Ink,25,Limited,reflections-12-zion-national-park.jpg,reflections-12-zion-national-park.jpg,reflections-12-zion-national-park-home.jpg,reflections-12-zion-national-park-biz.jpg,2160,3237
zion-national-park-watercourse-way,13,reflections-13-zion-national-park,Reflections #13,Utah,2014,Zion National Park,Virgin River,Pigment Ink,25,Limited,reflections-13-zion-national-park.jpg,reflections-13-zion-national-park.jpg,reflections-13-zion-national-park-home.jpg,reflections-13-zion-national-park-biz.jpg,2160,3048
zion-national-park-watercourse-way,14,reflections-02-zion-national-park,Reflections #2,Utah,2015,Zion National Park,Pine Creek,Pigment Ink,25,Limited,reflections-02-zion-national-park.jpg,reflections-02-zion-national-park.jpg,reflections-02-zion-national-park-home.jpg,reflections-02-zion-national-park-biz.jpg,2160,1668
zion-national-park-watercourse-way,15,reflections-04-zion-national-park,Reflections #4,Utah,2015,Zion National Park,Virgin River,Pigment Ink,25,Limited,reflections-04-zion-national-park.jpg,reflections-04-zion-national-park.jpg,reflections-04-zion-national-park-home.jpg,reflections-04-zion-national-park-biz.jpg,2160,3236
zion-national-park-watercourse-way,16,reflections-05-zion-national-park,Reflections #5,Utah,2011,Zion National Park,Virgin River,Pigment Ink,25,Limited,reflections-05-zion-national-park.jpg,reflections-05-zion-national-park.jpg,reflections-05-zion-national-park-home.jpg,reflections-05-zion-national-park-biz.jpg,2160,2929
zion-national-park-watercourse-way,17,reflections-06-zion-national-park,Reflections #6,Utah,2013,Zion National Park,Virgin River,Pigment Ink,25,Limited,reflections-06-zion-national-park.jpg,reflections-06-zion-national-park.jpg,reflections-06-zion-national-park-home.jpg,reflections-06-zion-national-park-biz.jpg,2160,3104
zion-national-park-watercourse-way,18,reflections-07-zion-national-park,Reflections #7,Utah,2011,Zion National Park,Virgin River,Pigment Ink,25,Limited,reflections-07-zion-national-park.jpg,reflections-07-zion-national-park.jpg,reflections-07-zion-national-park-home.jpg,reflections-07-zion-national-park-biz.jpg,2160,1580
zion-national-park-watercourse-way,19,reflections-08-zion-national-park,Reflections #8,Utah,2013,Zion National Park,Virgin River,Pigment Ink,25,Limited,reflections-08-zion-national-park.jpg,reflections-08-zion-national-park.jpg,reflections-08-zion-national-park-home.jpg,reflections-08-zion-national-park-biz.jpg,2160,3256
zion-national-park,19,remnants-of-water-zion-national-park,Remnants of Water,Utah,2013,Zion National Park,East Side,Pigment Ink,25,Limited,remnants-of-water-zion-national-park.jpg,remnants-of-water-zion-national-park.jpg,remnants-of-water-zion-national-park-home.jpg,remnants-of-water-zion-national-park-biz.jpg,2160,1799
the-american-west-ii,20,river-dance-horseshoe-overlook,River Dance,Arizona,1997,Colorado River,Horseshoe Bend,Pigment Ink,25,Limited,river-dance-horseshoe-overlook.jpg,river-dance-horseshoe-overlook.jpg,river-dance-horseshoe-overlook-home.jpg,river-dance-horseshoe-overlook-biz.jpg,2160,3237
icons-of-agriculture-ii,12,roofline-pickard,Roofline,Washington,2014,The Palouse,Near Pickard,Pigment Ink,25,Limited,roofline-pickard.jpg,roofline-pickard.jpg,roofline-pickard-home.jpg,roofline-pickard-biz.jpg,1600,2400
the-american-west,15,sahalie-falls-mckenzie-river,Sahalie Falls,Oregon,2014,Dechutes National Forest,McKenzie River,Pigment Ink,25,Limited,sahalie-falls-mckenzie-river.jpg,sahalie-falls-mckenzie-river.jpg,sahalie-falls-mckenzie-river-home.jpg,sahalie-falls-mckenzie-river-biz.jpg,2160,1737
the-american-west-ii,6,san-juan-river-goosenecks,San Juan River,Arizona,2013,Colorado Plateau,Goosenecks State Park,Pigment Ink,25,Limited,san-juan-river-goosenecks.jpg,san-juan-river-goosenecks.jpg,san-juan-river-goosenecks-home.jpg,san-juan-river-goosenecks-biz.jpg,1600,2400
the-american-west,16,sand-people-monument-valley,Sand People,Arizona,1997,Monument Valley,Monument Valley,Pigment Ink,25,Limited,sand-people-monument-valley.jpg,sand-people-monument-valley.jpg,sand-people-monument-valley-home.jpg,sand-people-monument-valley-biz.jpg,2160,1728
the-american-west,18,sandstone-tsunami-arizona,Sandstone Tsunami,Arizona,1997,Colorado Plateau,A Slot Canyon,Pigment Ink,25,Limited,sandstone-tsunami-arizona.jpg,sandstone-tsunami-arizona.jpg,sandstone-tsunami-arizona-home.jpg,sandstone-tsunami-arizona-biz.jpg,2160,1421
the-american-west-ii,21,sea-slot-pacific-coast,Sea Slot,California,2010,Pacific Coast,Davenport,Pigment Ink,25,Limited,sea-slot-pacific-coast.jpg,sea-slot-pacific-coast.jpg,sea-slot-pacific-coast-home.jpg,sea-slot-pacific-coast-biz.jpg,2160,1440
the-american-west-ii,20,seep-granite-merced-canyon,Seep in Granite,California,2010,Mariposa County,Merced Canyon,Pigment Ink,25,Limited,seep-granite-merced-canyon.jpg,seep-granite-merced-canyon.jpg,seep-granite-merced-canyon-home.jpg,seep-granite-merced-canyon-biz.jpg,2160,1490
icons-of-agriculture-iv,6,shute-and-ladder-delevan,Shute and Ladder,California,2016,Sacramento Valley,Delevan,Pigment Ink,25,Limited,shute-and-ladder-delevan.jpg,shute-and-ladder-delevan.jpg,shute-and-ladder-delevan-home.jpg,shute-and-ladder-delevan-biz.jpg,2160,1442
icons-of-agriculture-iii,4,silo-102-cortena,Silo 102,California,2016,Sacramento Valley,Cortena,Pigment Ink,25,Limited,silo-102-cortena.jpg,silo-102-cortena.jpg,silo-102-cortena-home.jpg,silo-102-cortena-biz.jpg,1600,2400
icons-of-agriculture-iv,7,tbd,Silo Details,Oregon,2015,Morrow County,Ione,Pigment Ink,25,Limited,tbd.jpg,tbd.jpg,tbd-home.jpg,tbd-biz.jpg,,
icons-of-agriculture-iv,15,silos-reflected-willows,"Silos, Reflected",California,2016,Sacramento Valley,Willows,Pigment Ink,25,Limited,silos-reflected-willows.jpg,silos-reflected-willows.jpg,silos-reflected-willows-home.jpg,silos-reflected-willows-biz.jpg,1600,1100
icons-of-agriculture,16,silver-silos-pomeroy,Silver Silos,Washington,2017,Garfield County,Pomeroy,Pigment Ink,25,Limited,silver-silos-pomeroy.jpg,silver-silos-pomeroy.jpg,silver-silos-pomeroy-home.jpg,silver-silos-pomeroy-biz.jpg,1600,2400
icons-of-agriculture-ii,13,sliding-doors-and-stacks-pomeroy,Sliding Doors,Washington,2017,Garfield County,Pomeroy,Pigment Ink,25,Limited,sliding-doors-and-stacks-pomeroy.jpg,sliding-doors-and-stacks-pomeroy.jpg,sliding-doors-and-stacks-pomeroy-home.jpg,sliding-doors-and-stacks-pomeroy-biz.jpg,1600,1088
the-american-west,19,smoked-oregon,Smoked,Oregon,2014,Central Oregon,Fort Rock,Pigment Ink,25,Limited,smoked-oregon.jpg,smoked-oregon.jpg,smoked-oregon-home.jpg,smoked-oregon-biz.jpg,,
zion-national-park,6,springtime-melody-zion-national-park,Springtime Melody,Utah,1997,Zion National Park,Middle Taylor Creek,Pigment Ink,25,Limited,springtime-melody-zion-national-park.jpg,springtime-melody-zion-national-park.jpg,springtime-melody-zion-national-park-home.jpg,springtime-melody-zion-national-park-biz.jpg,1600,2400
icons-of-agriculture-iv,9,stacked-pipes-winters,Stacked Pipes,California,2013,Sacramento Valley,Winters,Pigment Ink,25,Limited,stacked-pipes-winters.jpg,stacked-pipes-winters.jpg,stacked-pipes-winters-home.jpg,stacked-pipes-winters-biz.jpg,1600,1100
icons-of-agriculture-ii,5,stacks-and-ladder-cortena,Stacks and Ladder,California,2016,Sacramento Valley,Cortena,Pigment Ink,25,Limited,stacks-and-ladder-cortena.jpg,stacks-and-ladder-cortena.jpg,stacks-and-ladder-cortena-home.jpg,stacks-and-ladder-cortena-biz.jpg,1600,1100
icons-of-agriculture,14,stacks-and-stairs-delevan,Stacks and Stairs,California,2015,Sacramento Valley,Delevan,Pigment Ink,25,Limited,stacks-and-stairs-delevan.jpg,stacks-and-stairs-delevan.jpg,stacks-and-stairs-delevan-home.jpg,stacks-and-stairs-delevan-biz.jpg,1600,1140
icons-of-agriculture-iv,1,stairs-cheney,Stairs,Washington,2020,Spokane County,Cheney,Pigment Ink,25,Limited,stairs-cheney.jpg,stairs-cheney.jpg,stairs-cheney-home.jpg,stairs-cheney-biz.jpg,1820,2400
zion-national-park-ancient-sands,16,stone-tapestry-zion-national-park,Stone Tapestry,Utah,2014,Zion National Park,Wilderness,Pigment Ink,25,Limited,stone-tapestry-zion-national-park.jpg,stone-tapestry-zion-national-park.jpg,stone-tapestry-zion-national-park-home.jpg,stone-tapestry-zion-national-park-biz.jpg,2160,2723
